,Comments,Quality,Difficulty,Dates,TeacherID
482,"I have learned so much from Maestro Hahm. His conducting is elegant, exciting, and refined. Rehearsals are engaging, and he gives great insights into the pieces. I felt very comfortable under his baton and the Philharmonia gave great concerts with him as our conductor.",4.5,3.0,"Dec 15th, 2013",961552
483,"Shinik Hahm is a great conductor. Every rehearsal was engaging. Also respects orchestra members time, gets work done, and schedules his rehearsals to make people as happy as possible. Rite of Spring in September was completely sold out, and the audience went nuts at the end. One of the best orchestra experiences ever for me--thanks Maestro!!",5.0,2.0,"Dec 14th, 2013",961552
484,"Maestro Hahm is a dedicated, and clear conductor. He brings so much more to the music than what is on the page, and even though he expects the musicians to give 100%, he always makes them feel a part of a collective group, and gives them praise when they do well. I have learned so much from him, and look forward to more semesters of orchestra!",5.0,3.0,"Dec 14th, 2013",961552
485,"Shinik is a polite and friendly professional. Yes, his English could use some work, and many of his interpretations are somewhat atypical or suspicious, but if you show up to rehearsal and play well you'll have no problems. He has only ever said encouraging and friendly things to me, and I respect his musicianship (if a bit strange sometimes).",3.5,1.0,"Jun 19th, 2013",961552
486,I can only say this: I have learnt nothing from him. He is the kind of conductor who thinks needs to be rude in order to get the students' respect. There is no good class preparation and all he does is yelling at the students. I can't believe this gentleman s teaching in a place like Yale.,2.0,4.0,"Sep 15th, 2012",961552
487,"The single worst faculty member at the Yale School of music.  He should have been fired years ago.  Why an otherwise great school keeps him on faculty, I have no idea.  Ridiculous.",1.0,3.0,"Mar 14th, 2012",961552
488,"Terrible. I've been turned off orchestral playing all together because of him. He disrespects students, his English skills are unacceptable and incoherent, and he has almost no musical connection. Worst conductor I've ever played with.",1.0,5.0,"Nov 1st, 2011",961552
489,"From him I learned how to hate orchestra.  He runs a group of world dedicated graduate students like its grade school with on-the-spot ""seating audition"" solos, singling out individuals in what is supposed to be a group sport.  I find it hard to believe that in a place as amazing as Yale, there can be someone who so disrespects our time and efforts",1.0,3.0,"Feb 1st, 2011",961552
490,"Hahm looks competent when he conducts, but there is a total disconnect between his conducting and the music...as though he rehearses to recordings.  His rehearsals are generally a waste of time.",1.5,4.0,"Sep 20th, 2010",961552
491,"Shinik Hahm's leadership is outstanding: he has a vision for the orchestra, and he works hard to realize that vision.  He always has the best interests of the players at heart. He expects professionalism in rehearsals and performances.",5.0,4.0,"Mar 6th, 2010",961552
492,"Where do I begin? I've never seen a worse teacher, nor any so full of hot air and self importance. He seems to operate in a completely other world from the students he purports to mentor. Yale has let themselves down terribly.",1.0,5.0,"Aug 9th, 2009",961552
493,"One classic rehearsal was when he poorly mismanaged the time needed and told the students, ""We're going to hold rehearsal 10 minutes longer, you guys don't have a union, it is okay, I don't like unions, and I'll cut rehearsal tomorrow 10 minutes short.""  What he did not realize is that there was no rehearsal scheduled the next day.",1.0,3.0,"Oct 9th, 2008",961552
494,Shinik Hahm is one of the hardest working professors at Yale School of Music.  His connection to the entire student body is unmatched by almost anyone else at YSM. He inspires not only with his incredible gregariousness but also by his great expressiveness in concerts.  His extreme dedication to the orchestra is unquestionable. A great conductor!,5.0,4.0,"Oct 3rd, 2008",961552
495,I agree with the prior postings.  There has been an overwhelmingly bad response from not just one person but the entire student body (and some faculty) in regard to Hahm.  He is an ignorant neophyte and a bad musician.  Couldn't Yale do better than him?,1.0,5.0,"May 3rd, 2008",961552
496,"very clear, had really good notes. all you need is the notes and u can do well in his class. we never used the textbook. haile can be a little bit unapproachable though.... but a nice person",4.5,4.0,"Mar 20th, 2007",672998
497,"Hale revealed at the very end of the course that he used to be called ""Fail Hale"", but that he's gone a bit soft since. The class and grading are tough, but the class is interesting. Hale was good, but substitutable for the notes he puts up on the board.",3.5,5.0,"Aug 31st, 2005",672998
498,"It seems to me - and others in the class - that part of being a scholar is being able to communicate what you know. While he may know a great deal about literature, he just doesn't care to learn even the basics of lecturing. He doesn't bother to put together coherent sentences in his lectures, and that says much about how he values student time",2.0,3.0,"Dec 23rd, 2020",2528483
499,He was a great teacher.,5.0,4.0,"Jun 25th, 2020",565944
500,He was a great teacher.,5.0,3.0,"Dec 19th, 2017",565944
501,"John is the Platonic Form of a philosophy professor, a true icon, and potentially the best professor I will ever have. He is not only incredibly smart but also incredibly kind, and he so clearly loves philosophy, teaching, and his students.",5.0,4.0,"Dec 7th, 2017",565944
502,John Hare is the closest humans can come to understanding god,4.0,5.0,"Dec 7th, 2012",565944
503,"John Hare is a gem, the kind of professor in CS Lewis books. He's brilliant, a leading expert in the field, played Beethoven on the piano to illustrate philosophical concepts, and made me cry while he read poems about God. I will remember his lectures for the rest of my life. He deals in heavy concepts, so do the reading and bring your A game.",5.0,2.0,"Aug 14th, 2005",565944
504,"Prof. Hare is fabulous.  He makes philosophy fun and accessible, and introduces new ideas even outside of the DS syllabus.",5.0,4.0,"Feb 4th, 2005",565944
505,"Prof. Hare is a very clear, literate and precise teacher. He is generous with his comments on papers, but rigorous in his grading which is appropriate for a philosophy course on Kant.",,,,565944
506,"amazing professor. clear, interesting even when he talks about the ""starry firmament"".",5.0,3.0,"Oct 1st, 2005",155254
507,Lecture clarity and prep impeccable... presumably due to years of refining.  Best professor ever regarding desire/ability to connect ideas from lecture to lecture across the entire term.  Only caveat - difficult to get out from under the influence of his interpretations.,5.0,3.0,"Mar 16th, 2005",155254
508,"Professor Harries is a wonder professor and individual. Of all the professors I had at Yale, he influenced me the most.",5.0,3.0,"Sep 2nd, 2004",155254
509,"A great mind in phil of architecture & aesthetics, his courses were required for arch. students for decades. Not in mainstream philosophy, but one of the most interesting minds at Yale.",5.0,3.0,"Mar 1st, 2003",155254
510,"boring. not a good lecturer, convoluted and utterly unclear. not a good class, too many useless experiments, not enough actual teaching",1.5,3.0,"Sep 6th, 2009",594289
511,No Comments,5.0,5.0,"Oct 6th, 2005",594289
512,No Comments,4.5,3.0,"Apr 10th, 2005",594289
513,Great professor. I would definitely take any course provided by her!,5.0,3.0,"Oct 9th, 2019",2513119
514,Great professor. I would definitely take any course provided by her!,,,,2513119
515,"Hastings no longer works at Yale, she has moved on to Brown. Here she is, quite possible, the worst Econ professor I have ever encountered. Not only does she not care about your schedule, she also has no interest in your opinion. She wants you to spit out assignments, not learn.",1.5,4.0,"May 5th, 2016",270726
516,"Great teacher, really enjoyed her.",5.0,3.0,"May 18th, 2015",270726
517,Worst professor I've had in 4 years of college,1.0,3.0,"Jan 16th, 2013",270726
518,She is my advisor and is getting me a job at Haliburton. Shes ok in my book.,3.0,3.0,"Jul 30th, 2010",270726
519,"she is very mean to students and treat you like you are like a kid. never clear about her subject. if you can, avoid",3.0,2.0,"Jan 22nd, 2010",270726
520,She's rude an uninteresting,1.5,5.0,"Aug 21st, 2007",270726
521,"boring class, she makes you uninterested in subject",1.0,5.0,"Jan 17th, 2007",270726
522,"she is not clear, she is rude to students, and she has a large ego.",1.0,4.0,"Nov 24th, 2006",270726
523,"I thought this was an excellent class. Unlike other professors who teach Intro Econ, she doesn't try her best to avoid using math. Even if she does talk as if she's addressing 4-year olds, its better than being treated like a 19-year old idiot who can't do any math.",5.0,3.0,"May 2nd, 2006",270726
524,"Agree with everyone before--she said ""K?"" on an avergae of every five seconds, she was irritating as heck and completely unclear in conveying the basic principles and concepts.",1.0,4.0,"Jan 13th, 2005",270726
525,"Destroyed my interest in economics. Proves that maybe the policy isn't right, not all professors should have to teach undergrads. Stay away.",1.0,5.0,"Jan 3rd, 2005",270726
526,"She tried to do some interesting things with class (movies, etc.), but she wasn't really clear with the material. Also, she would try to be ""cute"" but then would be mean, too...I felt like I was being treated like a 4 year old.",2.0,3.0,"Dec 23rd, 2003",270726
527,"Agreed with first rater. Hastings is unenthusiastic, antagonistic, and treats college students like children! Avoid if possible!",1.5,4.0,"Nov 3rd, 2003",270726
528,What a joke. She teaches like it's a kindergarten class.,1.0,3.0,"Oct 29th, 2003",270726
